"product","date","revenue","units"
17790,2012-04-23,0,1
17876,2012-04-23,163602,1387
17960,2012-04-23,14219,1622
17970,2012-04-23,13852,1557
17989,2012-04-23,0,1
18079,2012-04-23,0,1
18105,2012-04-23,1870,2
18164,2012-04-23,35147,1353
18214,2012-04-23,0,1
18223,2012-04-23,6480,989
18375,2012-04-23,11359,836
18416,2012-04-23,0,1
859,2012-04-30,12223,887
863,2012-04-30,5945,3
869,2012-04-30,10470,648
871,2012-04-30,0,1
880,2012-04-30,2700,648
881,2012-04-30,2250,2
883,2012-04-30,25688,887
890,2012-04-30,8240,1556
892,2012-04-30,5297,744
893,2012-04-30,17656,744
894,2012-04-30,10995,1387
959,2012-04-30,610,2
963,2012-04-30,29830,915
969,2012-04-30,0,1
971,2012-04-30,0,1
980,2012-04-30,0,1
981,2012-04-30,12934,1442
983,2012-04-30,0,1
990,2012-04-30,0,1
992,2012-04-30,0,1
993,2012-04-30,17400,989
994,2012-04-30,3640,2
1799,2012-04-30,5386,887
1800,2012-04-30,8320,1182
1802,2012-04-30,12000,1492
2022,2012-04-30,0,1
2031,2012-04-30,0,1
2060,2012-04-30,42994,1107
2080,2012-04-30,0,1
2083,2012-04-30,4843,365
2155,2012-04-30,0,1
2186,2012-04-30,0,1
2250,2012-04-30,0,1
2261,2012-04-30,0,1
2286,2012-04-30,10486,306
2332,2012-04-30,5074,969
2342,2012-04-30,13733,845
2371,2012-04-30,0,1
2394,2012-04-30,23547,1677
2673,2012-04-30,0,1
2692,2012-04-30,15630,1455
2810,2012-04-30,3295,305
2825,2012-04-30,0,1
2897,2012-04-30,0,1
3004,2012-04-30,32519,299
3005,2012-04-30,33745,398
3006,2012-04-30,28258,259
3031,2012-04-30,79607,340
3130,2012-04-30,68137,340
3207,2012-04-30,32257,1755
3278,2012-04-30,22308,836
3384,2012-04-30,0,1
3428,2012-04-30,11203,1079
3431,2012-04-30,6467,1442
3432,2012-04-30,7891,1633
3437,2012-04-30,0,1
3451,2012-04-30,0,1
3518,2012-04-30,0,1
3547,2012-04-30,0,1
3707,2012-04-30,0,1
3738,2012-04-30,14301,1387
3768,2012-04-30,3226,181
3822,2012-04-30,81497,1760
3841,2012-04-30,40630,778
3982,2012-04-30,3078,63
4058,2012-04-30,12061,775
4145,2012-04-30,0,1
4216,2012-04-30,0,1
4329,2012-04-30,0,1
4376,2012-04-30,2337,1622
4402,2012-04-30,2987,1801
4404,2012-04-30,1900,648
4413,2012-04-30,2458,13
4445,2012-04-30,0,1
4620,2012-04-30,0,1
4636,2012-04-30,0,1
4652,2012-04-30,3771,267
5034,2012-04-30,18338,556
5097,2012-04-30,23678,597
5106,2012-04-30,0,1
5204,2012-04-30,46559,340
5239,2012-04-30,0,1
5257,2012-04-30,9532,1766
5277,2012-04-30,12370,180
5309,2012-04-30,14499,1376
5328,2012-04-30,0,1
5429,2012-04-30,13198,744
5434,2012-04-30,20451,108
5545,2012-04-30,10799,1266
5546,2012-04-30,14144,1536
5587,2012-04-30,0,1
5621,2012-04-30,9232,887
5694,2012-04-30,0,1
5770,2012-04-30,0,1
5802,2012-04-30,24772,275
5805,2012-04-30,10402,1556
5828,2012-04-30,53286,1455
5855,2012-04-30,248156,578
5928,2012-04-30,0,1
5933,2012-04-30,6846,196
5942,2012-04-30,6494,403
5950,2012-04-30,0,1
5977,2012-04-30,14870,1633
5980,2012-04-30,51107,1688
5981,2012-04-30,47266,1374
5982,2012-04-30,81597,1389
5984,2012-04-30,73488,160
5985,2012-04-30,194216,712
5987,2012-04-30,20434,282
5989,2012-04-30,52622,1297
5992,2012-04-30,35343,727
5995,2012-04-30,0,1
5996,2012-04-30,7566,1181
6009,2012-04-30,3430,887
6010,2012-04-30,5184,1182
6011,2012-04-30,0,1
6014,2012-04-30,23376,775
6015,2012-04-30,29189,1223
6018,2012-04-30,18225,464
6019,2012-04-30,29581,1266
6022,2012-04-30,0,1
6023,2012-04-30,0,1
6024,2012-04-30,0,1
6025,2012-04-30,64130,1429
6026,2012-04-30,52042,1824
6032,2012-04-30,14063,887
6050,2012-04-30,21599,577
6060,2012-04-30,16205,1755
6063,2012-04-30,42096,772
6064,2012-04-30,11483,415
6065,2012-04-30,8462,365
6066,2012-04-30,48617,1654
6075,2012-04-30,33618,1784
6076,2012-04-30,46676,1279
6078,2012-04-30,0,1
6079,2012-04-30,1410,2
6081,2012-04-30,50144,186
6082,2012-04-30,36152,1214
6083,2012-04-30,23832,1276
6088,2012-04-30,0,1
6090,2012-04-30,0,1
6124,2012-04-30,108048,1826
6126,2012-04-30,35645,1408
6127,2012-04-30,39937,540
6130,2012-04-30,75006,1636
6136,2012-04-30,34063,647
6145,2012-04-30,0,1
6146,2012-04-30,4924,3
6149,2012-04-30,7885,971
6152,2012-04-30,0,1
6160,2012-04-30,0,1
6169,2012-04-30,15095,1387
6176,2012-04-30,9647,204
6179,2012-04-30,0,1
6210,2012-04-30,10264,409
6221,2012-04-30,42448,1570
6235,2012-04-30,0,1
6249,2012-04-30,7226,251
6253,2012-04-30,0,1
6270,2012-04-30,9032,1054
6279,2012-04-30,0,1
6296,2012-04-30,11849,1388
6297,2012-04-30,12403,1279
6298,2012-04-30,14105,1260
6299,2012-04-30,13565,1255
6300,2012-04-30,11151,1153
6301,2012-04-30,11508,1186
6302,2012-04-30,3135,1353
6303,2012-04-30,1580,648
6304,2012-04-30,0,1
6305,2012-04-30,0,1
6306,2012-04-30,21981,1387
6308,2012-04-30,12168,1353
6309,2012-04-30,8800,853
6312,2012-04-30,23707,589
6313,2012-04-30,12573,1409
6316,2012-04-30,3903,1237
6317,2012-04-30,6974,143
6318,2012-04-30,0,1
6365,2012-04-30,0,1
6504,2012-04-30,43214,1556
6643,2012-04-30,0,1
6675,2012-04-30,23334,1556
6706,2012-04-30,8899,1568
6709,2012-04-30,0,1
6761,2012-04-30,5900,648
6799,2012-04-30,0,1
6808,2012-04-30,8680,1329
6814,2012-04-30,0,1
6818,2012-04-30,5100,2
6882,2012-04-30,20960,649
6932,2012-04-30,16347,1054
6969,2012-04-30,0,1
6971,2012-04-30,8103,1431
7165,2012-04-30,43634,1409
7198,2012-04-30,19968,737
7270,2012-04-30,0,1
7327,2012-04-30,0,1
7489,2012-04-30,0,1
7769,2012-04-30,13352,181
7770,2012-04-30,35661,1409
7800,2012-04-30,36606,1311
7916,2012-04-30,0,1
7979,2012-04-30,23664,626
7994,2012-04-30,130055,1023
8033,2012-04-30,97118,1852
8035,2012-04-30,39413,1186
8098,2012-04-30,19996,615
8123,2012-04-30,6866,1205
8153,2012-04-30,34708,1542
8188,2012-04-30,19888,1810
8207,2012-04-30,0,1
8214,2012-04-30,0,1
8231,2012-04-30,1370,648
8246,2012-04-30,0,1
8288,2012-04-30,0,1
8348,2012-04-30,0,1
8421,2012-04-30,0,1
8478,2012-04-30,0,1
8504,2012-04-30,0,1
8642,2012-04-30,101022,851
8676,2012-04-30,39296,1793
8717,2012-04-30,7460,520
8789,2012-04-30,188566,400
8842,2012-04-30,8483,1828
9097,2012-04-30,43608,1285
9257,2012-04-30,22551,781
9318,2012-04-30,0,1
9362,2012-04-30,0,1
9442,2012-04-30,0,1
9453,2012-04-30,0,1
9686,2012-04-30,0,1
9711,2012-04-30,0,1
9932,2012-04-30,24810,1536
10020,2012-04-30,0,1
10230,2012-04-30,245018,1259
10233,2012-04-30,166547,1037
10255,2012-04-30,0,1
10316,2012-04-30,0,1
10448,2012-04-30,0,1
10511,2012-04-30,0,1
10524,2012-04-30,0,1
10653,2012-04-30,0,1
10772,2012-04-30,0,1
10810,2012-04-30,0,1
11004,2012-04-30,4900,648
11270,2012-04-30,0,1
11271,2012-04-30,0,1
11379,2012-04-30,54430,520
11434,2012-04-30,26014,1140
11486,2012-04-30,0,1
11600,2012-04-30,0,1
11613,2012-04-30,0,1
11637,2012-04-30,13537,1655
11652,2012-04-30,7993,1556
11655,2012-04-30,10985,1376
11750,2012-04-30,0,1
11789,2012-04-30,0,1
11805,2012-04-30,0,1
11822,2012-04-30,0,1
11825,2012-04-30,28732,282
11827,2012-04-30,0,1
11834,2012-04-30,0,1
11889,2012-04-30,0,1
11961,2012-04-30,0,1
11971,2012-04-30,57436,29
11975,2012-04-30,6360,2
12002,2012-04-30,0,1
12006,2012-04-30,4220,2
12091,2012-04-30,0,1
12166,2012-04-30,0,1
12202,2012-04-30,0,1
12223,2012-04-30,0,1
12316,2012-04-30,0,1
12400,2012-04-30,0,1
12538,2012-04-30,0,1
12600,2012-04-30,0,1
12615,2012-04-30,16563,1392
12670,2012-04-30,18007,1452
12760,2012-04-30,0,1
12807,2012-04-30,0,1
12976,2012-04-30,50931,1189
13062,2012-04-30,11345,820
13079,2012-04-30,3826,1223
13080,2012-04-30,0,1
13082,2012-04-30,0,1
13083,2012-04-30,0,1
13084,2012-04-30,11052,1514
13085,2012-04-30,7610,1589
13086,2012-04-30,15204,508
13087,2012-04-30,14418,440
13089,2012-04-30,15177,781
13091,2012-04-30,0,1
13092,2012-04-30,0,1
13111,2012-04-30,8617,964
13117,2012-04-30,13543,1205
13118,2012-04-30,10319,1633
13147,2012-04-30,22793,1179
13150,2012-04-30,16021,1455
13173,2012-04-30,26748,77
13200,2012-04-30,0,1
13201,2012-04-30,2490,2
13210,2012-04-30,17226,1302
13213,2012-04-30,8354,445
13216,2012-04-30,0,1
13217,2012-04-30,17141,1249
13225,2012-04-30,10293,630
13235,2012-04-30,15936,1263
13241,2012-04-30,16022,912
13243,2012-04-30,28156,1315
13244,2012-04-30,10821,1022
13259,2012-04-30,19445,854
13262,2012-04-30,7573,72
13263,2012-04-30,0,1
13270,2012-04-30,5267,648
13273,2012-04-30,13660,1193
13288,2012-04-30,10311,1266
13290,2012-04-30,13178,267
13294,2012-04-30,16278,525
13296,2012-04-30,9030,108
13298,2012-04-30,87194,968
13300,2012-04-30,8290,81
13301,2012-04-30,8359,32
13302,2012-04-30,11792,974
13304,2012-04-30,39543,1698
13305,2012-04-30,44021,1477
13309,2012-04-30,11530,1040
13311,2012-04-30,10382,805
13313,2012-04-30,11203,870
13314,2012-04-30,30397,966
13315,2012-04-30,67450,705
13320,2012-04-30,18010,987
13323,2012-04-30,5200,648
13325,2012-04-30,21400,1181
13326,2012-04-30,30016,810
13331,2012-04-30,10123,1218
13332,2012-04-30,25696,944
13334,2012-04-30,9188,1665
13336,2012-04-30,21260,1442
13337,2012-04-30,5957,1556
13344,2012-04-30,33137,971
13347,2012-04-30,0,1
13349,2012-04-30,9722,765
13359,2012-04-30,17864,805
13362,2012-04-30,0,1
13364,2012-04-30,53305,1769
13367,2012-04-30,3159,230
13370,2012-04-30,0,1
13374,2012-04-30,14210,1007
13380,2012-04-30,14234,1086
13381,2012-04-30,16690,1262
13382,2012-04-30,19850,1384
13383,2012-04-30,36470,146
13384,2012-04-30,16539,1295
13385,2012-04-30,13128,1322
13402,2012-04-30,8189,1014
13403,2012-04-30,6875,887
13405,2012-04-30,3294,1105
13406,2012-04-30,0,1
13407,2012-04-30,4493,1468
13414,2012-04-30,0,1
13416,2012-04-30,5163,1316
13426,2012-04-30,40140,359
13428,2012-04-30,10102,305
13429,2012-04-30,12113,479
13432,2012-04-30,0,1
13433,2012-04-30,3081,1181
13438,2012-04-30,19686,1171
13439,2012-04-30,33471,1068
13443,2012-04-30,11747,1767
13444,2012-04-30,6463,1745
13446,2012-04-30,0,1
13453,2012-04-30,7688,4
13458,2012-04-30,27747,754
13461,2012-04-30,84717,654
13463,2012-04-30,490837,1515
13464,2012-04-30,0,1
13467,2012-04-30,111081,781
13482,2012-04-30,10967,940
13499,2012-04-30,0,1
13515,2012-04-30,18171,1824
13520,2012-04-30,36618,560
13526,2012-04-30,20504,1296
13527,2012-04-30,38775,893
13528,2012-04-30,88405,1491
13531,2012-04-30,29335,1374
13532,2012-04-30,53601,1595
13533,2012-04-30,10407,913
13535,2012-04-30,0,1
13537,2012-04-30,0,1
13550,2012-04-30,0,1
13554,2012-04-30,0,1
13556,2012-04-30,137742,132
13561,2012-04-30,8826,749
13571,2012-04-30,15404,572
13574,2012-04-30,7387,1175
13582,2012-04-30,25457,1249
13594,2012-04-30,8030,2
13595,2012-04-30,34684,97
13596,2012-04-30,87575,97
13600,2012-04-30,19903,1801
13604,2012-04-30,39136,649
13611,2012-04-30,10760,1479
13615,2012-04-30,105604,766
13627,2012-04-30,8707,760
13628,2012-04-30,4565,204
13629,2012-04-30,10479,403
13633,2012-04-30,14461,1085
13637,2012-04-30,9572,464
13643,2012-04-30,31991,1095
13644,2012-04-30,64175,1193
13645,2012-04-30,22449,1479
13650,2012-04-30,5642,556
13651,2012-04-30,6919,991
13653,2012-04-30,26453,1752
13658,2012-04-30,16256,667
13663,2012-04-30,10784,1292
13664,2012-04-30,0,1
13666,2012-04-30,4955,41
13684,2012-04-30,60407,259
13685,2012-04-30,15057,337
13688,2012-04-30,8636,545
13781,2012-04-30,37887,308
13782,2012-04-30,26965,1538
13790,2012-04-30,20648,1040
13792,2012-04-30,16828,860
13796,2012-04-30,21937,1298
13797,2012-04-30,33772,1601
13805,2012-04-30,19573,305
13890,2012-04-30,33474,875
13892,2012-04-30,71609,944
13893,2012-04-30,0,1
13894,2012-04-30,0,1
13917,2012-04-30,0,1
13930,2012-04-30,20151,1228
13931,2012-04-30,46688,1461
13934,2012-04-30,47513,827
13935,2012-04-30,132749,1777
13936,2012-04-30,105260,788
13938,2012-04-30,91081,214
13940,2012-04-30,93394,199
14105,2012-04-30,0,1
14128,2012-04-30,0,1
14193,2012-04-30,0,1
14339,2012-04-30,0,1
14365,2012-04-30,0,1
14371,2012-04-30,0,1
14427,2012-04-30,0,1
14453,2012-04-30,0,1
14521,2012-04-30,31359,306
14618,2012-04-30,0,1
14821,2012-04-30,0,1
14835,2012-04-30,0,1
14840,2012-04-30,1558,1442
15071,2012-04-30,8419,296
15096,2012-04-30,0,1
15159,2012-04-30,50733,1534
15209,2012-04-30,38692,1001
15218,2012-04-30,0,1
15229,2012-04-30,4015,1329
15281,2012-04-30,0,1
15285,2012-04-30,41353,845
15358,2012-04-30,4438,887
15575,2012-04-30,0,1
15649,2012-04-30,25385,1725
15735,2012-04-30,0,1
15766,2012-04-30,0,1
15840,2012-04-30,4450,1755
15953,2012-04-30,36556,1503
15982,2012-04-30,6826,598
16025,2012-04-30,2790,2
16183,2012-04-30,0,1
16353,2012-04-30,110466,234
16626,2012-04-30,0,1
16717,2012-04-30,0,1
16738,2012-04-30,0,1
16761,2012-04-30,40862,1453
16892,2012-04-30,4049,445
16902,2012-04-30,4326,459
16909,2012-04-30,4030,989
17153,2012-04-30,191468,556
17158,2012-04-30,0,1
17341,2012-04-30,28320,1330
17342,2012-04-30,0,1
17356,2012-04-30,3559,143
17370,2012-04-30,0,1
17598,2012-04-30,4258,525
17752,2012-04-30,0,1
17790,2012-04-30,0,1
17876,2012-04-30,312304,52
17960,2012-04-30,12883,1353
17970,2012-04-30,14725,1557
17989,2012-04-30,0,1
18079,2012-04-30,0,1
18105,2012-04-30,1870,648
18164,2012-04-30,37955,1316
18214,2012-04-30,0,1
18223,2012-04-30,7690,648
18375,2012-04-30,9842,824
18416,2012-04-30,0,1
859,2012-05-07,9680,649
863,2012-05-07,1413,1181
869,2012-05-07,4620,989
871,2012-05-07,8190,648
880,2012-05-07,0,1
881,2012-05-07,5165,1442
883,2012-05-07,4680,1181
890,2012-05-07,10027,180
892,2012-05-07,5934,535
893,2012-05-07,4986,305
894,2012-05-07,7980,1160
959,2012-05-07,0,1
963,2012-05-07,0,1
969,2012-05-07,0,1
971,2012-05-07,0,1
980,2012-05-07,0,1
981,2012-05-07,0,1
983,2012-05-07,0,1
990,2012-05-07,0,1
992,2012-05-07,0,1
993,2012-05-07,0,1
994,2012-05-07,0,1
1799,2012-05-07,6932,1182
1800,2012-05-07,7602,1251
1802,2012-05-07,15018,1503
2022,2012-05-07,0,1
2031,2012-05-07,0,1
2060,2012-05-07,61745,1360
2080,2012-05-07,0,1
2083,2012-05-07,4732,180
2155,2012-05-07,0,1
2186,2012-05-07,0,1
2250,2012-05-07,0,1
2261,2012-05-07,0,1
2286,2012-05-07,10711,160
2332,2012-05-07,2528,1665
2342,2012-05-07,16718,1019
2371,2012-05-07,0,1
2394,2012-05-07,18639,1376
2673,2012-05-07,0,1
2692,2012-05-07,17459,1717
2810,2012-05-07,1985,1766
2825,2012-05-07,0,1
2897,2012-05-07,2330,2
3004,2012-05-07,21293,1774
3005,2012-05-07,23608,13
3006,2012-05-07,23276,1801
3031,2012-05-07,69001,169
3130,2012-05-07,59059,169
3207,2012-05-07,31167,126
3278,2012-05-07,16711,644
3384,2012-05-07,0,1
3428,2012-05-07,8515,630
3431,2012-05-07,13572,479
3432,2012-05-07,10599,381
3437,2012-05-07,0,1
3451,2012-05-07,0,1
3518,2012-05-07,0,1
3547,2012-05-07,0,1
3707,2012-05-07,0,1
3738,2012-05-07,10940,1160
3768,2012-05-07,2621,98
3822,2012-05-07,78607,1752
3841,2012-05-07,54023,907
3982,2012-05-07,1764,1431
4058,2012-05-07,12164,765
4145,2012-05-07,30088,190
4216,2012-05-07,0,1
4329,2012-05-07,0,1
4376,2012-05-07,2820,1801
4402,2012-05-07,2339,1725
4404,2012-05-07,950,2
4413,2012-05-07,2350,1697
4445,2012-05-07,0,1
4620,2012-05-07,0,1
4636,2012-05-07,0,1
4652,2012-05-07,4388,366
5034,2012-05-07,17246,392
5097,2012-05-07,12096,1442
5106,2012-05-07,0,1
5204,2012-05-07,40356,169
5239,2012-05-07,0,1
5257,2012-05-07,10392,3
5277,2012-05-07,14757,3
5309,2012-05-07,15742,1767
5328,2012-05-07,0,1
5429,2012-05-07,14507,702
5434,2012-05-07,20503,1736
5545,2012-05-07,9877,1251
5546,2012-05-07,13674,1525
5587,2012-05-07,0,1
5621,2012-05-07,13877,1120
5694,2012-05-07,0,1
5770,2012-05-07,0,1
5802,2012-05-07,27369,520
5805,2012-05-07,12895,1556
5828,2012-05-07,40126,1420
5855,2012-05-07,163077,158
5928,2012-05-07,0,1
5933,2012-05-07,8449,220
5942,2012-05-07,6347,225
5950,2012-05-07,0,1
5977,2012-05-07,16211,1755
5980,2012-05-07,43819,1561
5981,2012-05-07,40705,1257
5982,2012-05-07,56853,1091
5984,2012-05-07,48820,1557
5985,2012-05-07,177722,603
5987,2012-05-07,19069,251
5989,2012-05-07,36061,1044
5992,2012-05-07,31502,564
5995,2012-05-07,0,1
5996,2012-05-07,5760,989
6009,2012-05-07,2416,649
6010,2012-05-07,6396,1409
6011,2012-05-07,0,1
6014,2012-05-07,22867,745
6015,2012-05-07,29442,1182
6018,2012-05-07,16603,459
6019,2012-05-07,37875,1105
6022,2012-05-07,0,1
6023,2012-05-07,0,1
6024,2012-05-07,0,1
6025,2012-05-07,58908,1351
6026,2012-05-07,40566,1564
6032,2012-05-07,13186,969
6050,2012-05-07,23606,716
6060,2012-05-07,35448,626
6063,2012-05-07,51369,917
6064,2012-05-07,11886,3
6065,2012-05-07,9670,479
6066,2012-05-07,52152,1716
6075,2012-05-07,31307,1655
6076,2012-05-07,31846,976
6078,2012-05-07,0,1
6079,2012-05-07,0,1
6081,2012-05-07,47753,201
6082,2012-05-07,41884,1322
6083,2012-05-07,20130,1178
6088,2012-05-07,0,1
6090,2012-05-07,0,1
6124,2012-05-07,96178,1708
6126,2012-05-07,33346,1369
6127,2012-05-07,28534,1811
6130,2012-05-07,60271,1427
6136,2012-05-07,32949,636
6145,2012-05-07,0,1
6146,2012-05-07,5555,1766
6149,2012-05-07,10859,1260
6152,2012-05-07,0,1
6160,2012-05-07,21940,2
6169,2012-05-07,12992,1305
6176,2012-05-07,9901,41
6179,2012-05-07,0,1
6210,2012-05-07,11131,464
6221,2012-05-07,35284,815
6235,2012-05-07,0,1
6249,2012-05-07,7418,251
6253,2012-05-07,0,1
6270,2012-05-07,7401,1160
6279,2012-05-07,0,1
6296,2012-05-07,13477,1453
6297,2012-05-07,11945,1267
6298,2012-05-07,12934,1163
6299,2012-05-07,12503,1202
6300,2012-05-07,11698,1208
6301,2012-05-07,10770,1079
6302,2012-05-07,4020,1443
6303,2012-05-07,3085,1665
6304,2012-05-07,0,1
6305,2012-05-07,0,1
6306,2012-05-07,18644,1105
6308,2012-05-07,11439,1251
6309,2012-05-07,10901,1120
6312,2012-05-07,22343,525
6313,2012-05-07,13493,1455
6316,2012-05-07,4677,1341
6317,2012-05-07,7020,263
6318,2012-05-07,0,1
6365,2012-05-07,0,1
6504,2012-05-07,38136,648
6643,2012-05-07,0,1
6675,2012-05-07,21399,1181
6706,2012-05-07,6074,1330
6709,2012-05-07,0,1
6761,2012-05-07,0,1
6799,2012-05-07,0,1
6808,2012-05-07,0,1
6814,2012-05-07,5600,2
6818,2012-05-07,0,1
6882,2012-05-07,44437,941
6932,2012-05-07,18552,649
6969,2012-05-07,0,1
6971,2012-05-07,8685,1677
7165,2012-05-07,56405,108
7198,2012-05-07,18542,732
7270,2012-05-07,0,1
7327,2012-05-07,0,1
7489,2012-05-07,0,1
7769,2012-05-07,14008,259
7770,2012-05-07,39900,1341
7800,2012-05-07,34463,1299
7916,2012-05-07,0,1
7979,2012-05-07,22615,615
7994,2012-05-07,104935,837
8033,2012-05-07,92115,1794
8035,2012-05-07,43324,1248
8098,2012-05-07,15666,317
8123,2012-05-07,11460,1341
8153,2012-05-07,29076,1414
8188,2012-05-07,18496,1747
8207,2012-05-07,0,1
8214,2012-05-07,0,1
8231,2012-05-07,959,2
8246,2012-05-07,0,1
8288,2012-05-07,0,1
8348,2012-05-07,959,2
8421,2012-05-07,0,1
8478,2012-05-07,0,1
8504,2012-05-07,0,1
8642,2012-05-07,88024,668
8676,2012-05-07,45279,1821
8717,2012-05-07,7291,496
8789,2012-05-07,169446,295
8842,2012-05-07,7221,1420
9097,2012-05-07,40145,1225
9257,2012-05-07,21616,744
9318,2012-05-07,0,1
9362,2012-05-07,0,1
9442,2012-05-07,0,1
9453,2012-05-07,0,1
9686,2012-05-07,0,1
9711,2012-05-07,0,1
9932,2012-05-07,23798,1409
10020,2012-05-07,0,1
10230,2012-05-07,241694,1242
10233,2012-05-07,167887,1043
10255,2012-05-07,0,1
10316,2012-05-07,0,1
10448,2012-05-07,0,1
10511,2012-05-07,0,1
10524,2012-05-07,0,1
10653,2012-05-07,0,1
10772,2012-05-07,0,1
10810,2012-05-07,11200,989
11004,2012-05-07,0,1
11270,2012-05-07,0,1
11271,2012-05-07,0,1
11379,2012-05-07,59414,480
11434,2012-05-07,30839,1291
11486,2012-05-07,0,1
11600,2012-05-07,0,1
11613,2012-05-07,0,1
11637,2012-05-07,12092,1431
11652,2012-05-07,64931,196
11655,2012-05-07,12808,1557
11750,2012-05-07,0,1
11789,2012-05-07,0,1
11805,2012-05-07,0,1
11822,2012-05-07,0,1
11825,2012-05-07,23359,267
11827,2012-05-07,0,1
11834,2012-05-07,0,1
11889,2012-05-07,0,1
11961,2012-05-07,0,1
11971,2012-05-07,49291,1760
11975,2012-05-07,0,1
12002,2012-05-07,0,1
12006,2012-05-07,0,1
12091,2012-05-07,0,1
12166,2012-05-07,0,1
12202,2012-05-07,0,1
12223,2012-05-07,0,1
12316,2012-05-07,0,1
12400,2012-05-07,0,1
12538,2012-05-07,0,1
12600,2012-05-07,0,1
12615,2012-05-07,15455,1322
12670,2012-05-07,16082,1370
12760,2012-05-07,0,1
12807,2012-05-07,0,1
12976,2012-05-07,45339,1117
13062,2012-05-07,13726,1010
13079,2012-05-07,3135,649
13080,2012-05-07,0,1
13082,2012-05-07,0,1
13083,2012-05-07,0,1
13084,2012-05-07,9350,1767
13085,2012-05-07,8212,1755
13086,2012-05-07,17480,621
13087,2012-05-07,15245,502
13089,2012-05-07,20169,1182
13091,2012-05-07,0,1
13092,2012-05-07,0,1
13111,2012-05-07,8046,944
13117,2012-05-07,13442,990
13118,2012-05-07,10524,1353
13147,2012-05-07,19694,1045
13150,2012-05-07,8508,1014
13173,2012-05-07,25715,84
13200,2012-05-07,0,1
13201,2012-05-07,0,1
13210,2012-05-07,17417,1269
13213,2012-05-07,6742,251
13216,2012-05-07,0,1
13217,2012-05-07,17344,1235
13225,2012-05-07,8720,520
13235,2012-05-07,15941,1233
13241,2012-05-07,15689,907
13243,2012-05-07,28611,1344
13244,2012-05-07,10176,913
13259,2012-05-07,21545,878
13262,2012-05-07,7174,135
13263,2012-05-07,0,1
13270,2012-05-07,5745,648
13273,2012-05-07,13485,1112
13288,2012-05-07,12054,1365
13290,2012-05-07,11986,296
13294,2012-05-07,17370,582
13296,2012-05-07,11094,352
13298,2012-05-07,79509,848
13300,2012-05-07,7238,1784
13301,2012-05-07,12170,352
13302,2012-05-07,9570,800
13304,2012-05-07,36574,1618
13305,2012-05-07,44159,1506
13309,2012-05-07,10921,999
13311,2012-05-07,9245,672
13313,2012-05-07,10983,713
13314,2012-05-07,23961,878
13315,2012-05-07,57811,447
13320,2012-05-07,18807,922
13323,2012-05-07,20800,1181
13325,2012-05-07,30720,1766
13326,2012-05-07,28695,775
13331,2012-05-07,11531,1338
13332,2012-05-07,26226,953
13334,2012-05-07,6994,180
13336,2012-05-07,17717,1329
13337,2012-05-07,8184,1665
13344,2012-05-07,51616,1279
13347,2012-05-07,0,1
13349,2012-05-07,9630,657
13359,2012-05-07,17104,878
13362,2012-05-07,0,1
13364,2012-05-07,48301,1652
13367,2012-05-07,2979,108
13370,2012-05-07,0,1
13374,2012-05-07,17766,1218
13380,2012-05-07,14643,1068
13381,2012-05-07,22245,1441
13382,2012-05-07,17230,1308
13383,2012-05-07,37543,93
13384,2012-05-07,21357,1467
13385,2012-05-07,12125,1248
13402,2012-05-07,7807,814
13403,2012-05-07,8179,940
13405,2012-05-07,3264,1223
13406,2012-05-07,0,1
13407,2012-05-07,5756,1821
13414,2012-05-07,0,1
13416,2012-05-07,4236,1014
13426,2012-05-07,38618,331
13428,2012-05-07,11812,597
13429,2012-05-07,13588,744
13432,2012-05-07,0,1
13433,2012-05-07,3423,989
13438,2012-05-07,19370,1163
13439,2012-05-07,22806,907
13443,2012-05-07,13196,13
13444,2012-05-07,7477,1845
13446,2012-05-07,0,1
13453,2012-05-07,5918,1801
13458,2012-05-07,34150,1052
13461,2012-05-07,80400,598
13463,2012-05-07,491857,1481
13464,2012-05-07,0,1
13467,2012-05-07,97077,649
13482,2012-05-07,6927,535
13499,2012-05-07,0,1
13515,2012-05-07,18114,1809
13520,2012-05-07,45544,777
13526,2012-05-07,17533,1224
13527,2012-05-07,33278,788
13528,2012-05-07,99217,1594
13531,2012-05-07,35795,1510
13532,2012-05-07,47949,1510
13533,2012-05-07,6070,108
13535,2012-05-07,0,1
13537,2012-05-07,0,1
13550,2012-05-07,0,1
13554,2012-05-07,0,1
13556,2012-05-07,125792,48
13561,2012-05-07,9596,788
13571,2012-05-07,15354,572
13574,2012-05-07,7967,1179
13582,2012-05-07,24945,1216
13594,2012-05-07,7628,2
13595,2012-05-07,36919,415
13596,2012-05-07,48002,648
13600,2012-05-07,14501,1223
13604,2012-05-07,43474,305
13611,2012-05-07,9300,1387
13615,2012-05-07,100474,655
13627,2012-05-07,7233,496
13628,2012-05-07,4689,24
13629,2012-05-07,9174,204
13633,2012-05-07,13484,1069
13637,2012-05-07,10814,234
13643,2012-05-07,27168,984
13644,2012-05-07,66864,1186
13645,2012-05-07,18220,1305
13650,2012-05-07,5653,513
13651,2012-05-07,6197,979
13653,2012-05-07,20621,1482
13658,2012-05-07,15159,545
13663,2012-05-07,9236,1265
13664,2012-05-07,0,1
13666,2012-05-07,4610,1793
13684,2012-05-07,64470,196
13685,2012-05-07,13414,108
13688,2012-05-07,9122,662
13781,2012-05-07,37169,279
13782,2012-05-07,31448,1656
